Omschrijving	Art.groep	Artikelsymbool	Gemiddeldekostprijs	Alternatiefnummer	Voorraadbijhouden	VbEnh	VkEnh	AkEnh	PrsEnh	Verkoopprijs	PercVk	Basisaankoopwaarde	Categorie	Basisgewicht	VrdEnh	UniekVolgnummer	MagazijnIN	MagazijnlocatieIN	MagazijnUIT	MagazijnlocatieUIT	Soortelijkgewicht	Datum vanaanpassing	Uur vanaanpassing	Aangepastdoor	Lotnr.leverancier	BOM	EAN13-code	Externe Omschrijving	Werknemer	Vervaldatum	Vervaldatumherziening	Aankoop-code	Soortartikel	Linkdocumentcenter	Laatste bestelprijs	Gevaarlijk en/of veiligheidsvoorschriften	Allergeen	Type artikel	Laatste ontvangstprijs	Netto gewicht	Standaardop voorraad	Budgetprijs	Afdeling	Verkoop-code	Halal	Bestemming	
Kolom PLM TM versneld STOCK=0 BLOKKEREN	HF	080151A00KOL	2263,2025	="0000000177764"	1	ST	ST	ST	ST	5595,0000	0,00	0,0000		13,12	ST	0000018284	HMAG	GEEN	HMAG	GEEN	0,00	17/12/2019	13,45	mro		1	="0000000177764"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kolom PLM TM versneld STOCK=0 BLOKKEREN	HF	080151B00KOL	2341,5908	="0000000458498"	1	ST	ST	ST	ST	5595,0000	0,00	0,0000		13,12	ST	0000047930	HMAG	GEEN	HMAG	GEEN	0,00	19/03/2020	10,44	BAN		1	="0000000458498"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kolom PLM TM versneld	HF	080151C00KOL	2357,5908	="0000000481236"	1	ST	ST	ST	ST	5595,0000	0,00	0,0000		13,12	ST	0000050417	HMAG	GEEN	HMAG	GEEN	0,00	19/03/2020	10,44	BAN		1	="0000000481236"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
X-Encodermodule PLM TM STOCK=O BLOKKEREN	HF	080153B00KOL	195,2034	="0000000289702"	1	ST	ST	ST	ST	620,0000	0,00	0,0000		0,00	ST	0000027911	HMAG	MR1K9	HMAG	MR1K9	0,00	19/03/2020	08,30	BAN		1	="0000000289702"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
X-Encodermodule PLM TM	HF	080153C00KOL	207,4566	="0000000481151"	1	ST	ST	ST	ST	620,0000	0,00	0,0000		0,00	ST	0000050408	HMAG	MR1K9	HMAG	MR1K9	0,00	19/03/2020	08,33	BAN		1	="0000000481151"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Samenstelling voor Deltro HF-080159_VIS - BCI module Rev.A	HF	080159A00DEL	5,2861	="0000000152860"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000017283	HMAG	GEEN	HMAG	GEEN	0,00	28/08/2018	16,17	msoft		1	="0000000152860"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Samenstelling voor Deltro - HF-080161_VIS Schroeven Xenteo	HF	080161_00DEL	3,0598	="0000000152877"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000016075	HMAG	GEEN	HMAG	GEEN	0,00	28/08/2018	16,17	msoft		1	="0000000152877"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Samenstelling voor Deltro : HFKAB-080172_VIS - Voedingskabel BCI print	HF	080172_00DEL	2,9381	="0000000154222"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000016184	HMAG	GEEN	HMAG	GEEN	0,00	28/08/2018	16,17	msoft		1	="0000000154222"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Samenstelling voor Deltro : HFKAB-080173_VIS - Voedingskabel Xenteo	HF	080173_00DEL	2,6110	="0000000154239"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000016185	HMAG	GEEN	HMAG	GEEN	0,00	28/08/2018	16,17	msoft		1	="0000000154239"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Samenstelling voor Deltro : HFKAB-080174_VIS - Seriële kabel host	HF	080174_00DEL	3,7570	="0000000154246"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000016186	HMAG	GEEN	HMAG	GEEN	0,00	28/08/2018	16,17	msoft		1	="0000000154246"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Samenstelling voor Deltro : EP080192_VIS - Ventilator module e-id lezer	HF	080192_00DEL	9,6408	="0000000159845"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000016403	HMAG	GEEN	HMAG	GEEN	0,00	28/08/2018	16,17	msoft		1	="0000000159845"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Samenstelling voor Deltro : EP-080193_VIS - Afwateringsmodule e-id lezer	HF	080193_00DEL	3,5000	="0000000159852"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000016404	HMAG	GEEN	HMAG	GEEN	0,00	28/08/2018	16,17	msoft		1	="0000000159852"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Connectormodule SDR WDIS	HF	080228_00DIS	122,0748	="0000000161572"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000016611	HMAG	MR18.3	HMAG	MR18.3	0,00	20/12/2018	08,46	klam		1	="0000000161572"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Samenstelling voor Deltro : HF-080250ATRI - Fibertafel Trinean	HF	080250A00DEL	4,2534	="0000000161374"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000018631	HMAG	GEEN	HMAG	GEEN	0,00	28/08/2018	16,17	msoft		1	="0000000161374"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Samenstelling voor Deltro : HF-080251ATRI - Spectrometer Trinean	HF	080251A00DEL	2,9435	="0000000161381"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000018632	HMAG	GEEN	HMAG	GEEN	0,00	28/08/2018	16,17	msoft		1	="0000000161381"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Motormodule SDR WDIS	HF	080268_00DIS	218,5326	="0000000161633"	1	ST	ST	ST	ST	655,0000	0,00	0,0000		0,00	ST	0000016617	HMAG	MR18.3	HMAG	MR18.3	0,00	20/12/2018	08,47	klam		1	="0000000161633"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Controlbox PLM TM	HF	080273_00KOL	307,0504	="0000000161367"	1	ST	ST	ST	ST	707,0000	0,00	0,0000		0,00	ST	0000016590	HMAG	MR1K9	HMAG	MR1K9	0,00	29/11/2018	12,08	vpa		1	="0000000161367"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Laadmodule SDR WDIS Rev. A	HF	080274A00DIS	454,2875	="0000000312790"	1	ST	ST	ST	ST	1564,0000	0,00	0,0000		0,00	ST	0000030959	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	12,08	vpa		1	="0000000312790"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Controller station SDR WDIS	HF	080275_00DIS	263,3152	="0000000161619"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000016615	HMAG	GEEN	HMAG	GEEN	0,00	20/12/2018	08,48	klam		1	="0000000161619"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Railklem PLM TM	HF	080327_00KOL	66,9958	="0000000162371"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000016699	HMAG	MR2K9	HMAG	MR2K9	0,00	17/12/2019	13,50	mro		1	="0000000162371"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
I/O Box L/R PLM TM	HF	080330_00KOL	447,2512	="0000000162418"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000016703	HMAG	MR1K9	HMAG	MR1K9	0,00	29/11/2018	12,08	vpa		1	="0000000162418"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Detectielatten PLM TM	HF	080331A00KOL	103,4649	="0000000162364"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000022913	HMAG	MR2K9	HMAG	MR2K9	0,00	17/12/2019	14,03	mro		1	="0000000162364"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Adaptieset ART laser	HF	080348_00OPT	118,8738	="0000000163200"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,022868	ST	0000016825	HMAG	MR3K5	HMAG	MR3K5	0,00	25/06/2019	13,46	mro		1	="0000000163200"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Steunwiel PLM	HF	080357_00KOL	27,5284	="0000000163910"	1	ST	ST	ST	ST	99,0000	0,00	0,0000		0,00	ST	0000016874	HMAG	MR2K9	HMAG	MR2K9	0,00	13/02/2020	10,28	mro		1	="0000000163910"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
I/O Box PLM MAN FM	HF	080363_00KOL	597,1964	="0000000163903"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000016873	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	12,13	vpa		1	="0000000163903"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Samenstelling voor Deltro : EP-080386_VIS - Zonneklep E-ID lezer	HF	080386_00DEL	0,1085	="0000000164511"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000016949	HMAG	GEEN	HMAG	GEEN	0,00	28/08/2018	16,17	msoft		1	="0000000164511"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Steunwiel groot rail-vloer	HF	080396_00KOL	462,7288	="0000000165921"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000017095	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	12,13	vpa		1	="0000000165921"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Leidwiel groot rail-vloer	HF	080397_00KOL	398,7288	="0000000165938"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000017096	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	12,13	vpa		1	="0000000165938"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Ombouwmodule LM20	HF	080445_00OPT	93,0181	="0000000169899"	1	ST	ST	ST	ST	281,0000	0,00	0,0000		0,00	ST	0000017537	HMAG	GEEN	HMAG	GEEN	0,00	28/08/2018	16,17	msoft		1	="0000000169899"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Z-motormodule versneld (vervangen door HF-090125_KOL indien niet voorradig)	HF	080450_00KOL	405,5556	="0000000175975"	1	ST	ST	ST	ST	1273,0000	0,00	0,0000		0,00	ST	0000018097	HMAG	MR2K9	HMAG	MR2K9	0,00	29/11/2018	12,13	vpa		1	="0000000175975"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Glijwagenmodule PLM TM	HF	090000_00KOL	293,0246	="0000000170734"	1	ST	ST	ST	ST	738,0000	0,00	0,0000		1,15	ST	0000017568	HMAG	MR1K9	HMAG	MR1K9	0,00	20/03/2020	09,37	klam		1	="0000000170734"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Sleepketting PLM TM versneld	HF	090005A00KOL	303,6124	="0000000205528"	1	ST	ST	ST	ST	610,0000	0,00	0,0000		0,00	ST	0000021128	HMAG	GEEN	HMAG	GEEN	0,00	05/02/2020	13,35	MSE		1	="0000000205528"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Waterpasmodule Praag	HF	090010A00OPT	25,7713	="0000000170956"	1	ST	ST	ST	ST	78,0000	0,00	0,0000		0,00	ST	0000035286	HMAG	MR3K5	HMAG	MR3K5	0,00	18/09/2019	16,36	KVP		0	="0000000170956"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	25,70	0	0	Standaardartikel	25,70	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Samenstelling voor Deltro : HFPRI-090021DVIS - Processorprint Compact E-ID	HF	090021D00DEL	65,7185	="0000000205351"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000021106	HMAG	GEEN	HMAG	GEEN	0,00	28/08/2018	16,17	msoft		1	="0000000205351"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lensfront LM25 NIET MEER BESTELLEN - INFO PSP	HF	090023_00OPT	84,7189	="0000000172288"	1	ST	ST	ST	ST	225,0000	0,00	0,0000		0,00	ST	0000017719	HMAG	GEEN	HMAG	GEEN	0,00	27/01/2020	09,55	mro		1	="0000000172288"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Cameramodule LM25 > deze toewijzen aan offerte 20200037 DNH	HF	090024_00OPT	200,3070	="0000000172370"	1	ST	ST	ST	ST	600,0000	0,00	0,0000		0,00	ST	0000017730	HMAG	MR3K5	HMAG	MR3K5	0,00	11/02/2020	17,09	KVS		1	="0000000172370"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Connectorplaatmodule LM25	HF	090025_00OPT	25,9758	="0000000172264"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000017717	HMAG	MR3K5	HMAG	MR3K5	0,00	27/01/2020	09,55	mro		1	="0000000172264"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Bedieningspaneel LM25	HF	090026_00OPT	198,2125	="0000000086905"	1	ST	ST	ST	X	575,0000	0,00	0,0000		0,00	ST	0000017758	HMAG	MR3K5	HMAG	MR3K5	0,00	27/01/2020	09,55	mro		1	="0000000086905"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,40	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Bedieningspaneel LM25 - RECUP	HF	090026_00REC	0,0000	="0000000450515"	1	ST	ST	ST	ST	180,0000	0,00	0,0000		0,00	ST	0000047020	HMAG	MR3K1	HMAG	MR3K1	0,00	21/01/2020	16,30	Marnix		0	="0000000450515"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,40	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Objectiefmodule LM25	HF	090029_00OPT	84,5367	="0000000172325"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000017725	HMAG	MR3K6	HMAG	MR3K6	0,00	27/01/2020	10,02	mro		1	="0000000172325"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Samenstelling voor Deltro : EP-090041AVIS Stuurkast AIS 400 TS	HF	090041A00DEL	499,8962	="0000000173872"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000019522	HMAG	GEEN	HMAG	GEEN	0,00	28/08/2018	16,17	msoft		1	="0000000173872"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Samenstelling voor Deltro : EP-090041BVIS Stuurkast AIS 400 GTS	HF	090041B00DEL	511,4866	="0000000320412"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000032053	HMAG	GEEN	HMAG	GEEN	0,00	28/08/2018	16,17	msoft		1	="0000000320412"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Samenstelling voor Deltro : EP-090042AVIS Stuurkast AIS 600 TS	HF	090042A00DEL	503,7030	="0000000173889"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000019523	HMAG	GEEN	HMAG	GEEN	0,00	28/08/2018	16,17	msoft		1	="0000000173889"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Samenstelling voor Deltro : EP-090042BVIS Stuurkast AIS 600 GTS	HF	090042B00DEL	515,7302	="0000000320429"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000032054	HMAG	GEEN	HMAG	GEEN	0,00	28/08/2018	16,17	msoft		1	="0000000320429"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Samenstelling voor Deltro : HF-090072_VIS - Lampentorenmodule	HF	090072_00DEL	14,8341	="0000000173865"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000017858	HMAG	GEEN	HMAG	GEEN	0,00	28/08/2018	16,17	msoft		1	="0000000173865"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Samenstelling voor Deltro : EP-090082_VIS C-ID reader	HF	090082_00DEL	5,3430	="0000000173896"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000017892	HMAG	GEEN	HMAG	GEEN	0,00	28/08/2018	16,17	msoft		1	="0000000173896"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Module LCD scherm PLA 25 (type M354ND)	HF	090088A00KOL	311,5106	="0000000324922"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000032631	HMAG	GEEN	HMAG	GEEN	0,00	22/05/2019	16,34	mro		1	="0000000324922"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Module LCD scherm PLA 25 excl. VGA output	HF	090088_00KOL	418,9570	="0000000174596"	1	ST	ST	ST	ST	865,8000	0,00	0,0000		0,00	ST	0000017974	HMAG	MR2K9	HMAG	MR2K9	0,00	29/11/2018	12,14	vpa		1	="0000000174596"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Connectorplaatmodule LM25 - VGA	HF	090098_00OPT	46,6149	="0000000174503"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,01	ST	0000017962	HMAG	MR3K6	HMAG	MR3K6	0,00	27/02/2019	13,41	mro		1	="0000000174503"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Z-motormodule PLM TM versneld	HF	090125_00KOL	403,3231	="0000000177696"	1	ST	ST	ST	ST	1206,0000	0,00	0,0000		2,00	ST	0000018276	HMAG	MR2K9	HMAG	MR2K9	0,00	21/02/2020	10,48	mro		1	="0000000177696"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	2,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Samenstelling voor Deltro : HFKAB-090131_VIS - Seriële kabel C-ID lezer	HF	090131_00DEL	3,7570	="0000000181853"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000018636	HMAG	GEEN	HMAG	GEEN	0,00	28/08/2018	16,17	msoft		1	="0000000181853"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Samenstelling voor Deltro : HFKAB-090132_VIS -Parallel I/O kabel C-ID lezer	HF	090132_00DEL	5,2670	="0000000181860"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000018637	HMAG	GEEN	HMAG	GEEN	0,00	28/08/2018	16,17	msoft		1	="0000000181860"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Voedingsadapter 12V LM25	HF	090134_00OPT	11,0470	="0000000186292"	1	ST	ST	ST	ST	33,0000	0,00	0,0000		0,00	ST	0000019091	HMAG	MR3K6	HMAG	MR3K6	0,00	29/05/2019	11,28	Marnix		1	="0000000186292"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,20	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Samenstelling voor Deltro : HFKAB-090139_VIS - Voedingskabel C-ID Lezer	HF	090139_00DEL	1,5361	="0000000181877"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000018638	HMAG	GEEN	HMAG	GEEN	0,00	28/08/2018	16,17	msoft		1	="0000000181877"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Samenstelling voor Deltro : EP-09184_COL - Colour Master	HF	090184_00DEL	34,7602	="0000000185097"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000018953	HMAG	GEEN	HMAG	GEEN	0,00	28/08/2018	16,17	msoft		1	="0000000185097"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lensfront Wolfsburg	HF	090214_00OPT	0,0000	="0000000181839"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000018629	HMAG	GM6.2	HMAG	GM6.2	0,00	13/12/2014	12,13	mro		0	="0000000181839"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Samenstelling voor Deltro : HFKAB-090217_VIS - Seriële kabel touchscreen	HF	090217_00DEL	3,7570	="0000000182164"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000018687	HMAG	GEEN	HMAG	GEEN	0,00	28/08/2018	16,17	msoft		1	="0000000182164"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Connectorplaatmodule LVCC	HF	090223_00OPT	147,2637	="0000000182980"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000018765	HMAG	MR3K6	HMAG	MR3K6	0,00	25/06/2019	13,46	mro		1	="0000000182980"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Cameramodule LVCC	HF	090224_00OPT	749,3423	="0000000182997"	1	ST	ST	ST	ST	3045,0000	0,00	0,0000		0,00	ST	0000018766	HMAG	MR3K6	HMAG	MR3K6	0,00	22/05/2019	16,34	mro		1	="0000000182997"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Connectorplaatmodule LVCC ACC	HF	090230_00OPT	137,9053	="0000000183055"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000018772	HMAG	MR3K6	HMAG	MR3K6	0,00	29/11/2018	12,15	vpa		1	="0000000183055"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
