Omschrijving	Art.groep	Artikelsymbool	Gemiddeldekostprijs	Alternatiefnummer	Voorraadbijhouden	VbEnh	VkEnh	AkEnh	PrsEnh	Verkoopprijs	PercVk	Basisaankoopwaarde	Categorie	Basisgewicht	VrdEnh	UniekVolgnummer	MagazijnIN	MagazijnlocatieIN	MagazijnUIT	MagazijnlocatieUIT	Soortelijkgewicht	Datum vanaanpassing	Uur vanaanpassing	Aangepastdoor	Lotnr.leverancier	BOM	EAN13-code	Externe Omschrijving	Werknemer	Vervaldatum	Vervaldatumherziening	Aankoop-code	Soortartikel	Linkdocumentcenter	Laatste bestelprijs	Gevaarlijk en/of veiligheidsvoorschriften	Allergeen	Type artikel	Laatste ontvangstprijs	Netto gewicht	Standaardop voorraad	Budgetprijs	Afdeling	Verkoop-code	Halal	Bestemming	
Kabel canbus in kabel sleepketting optisch blok aimer L	HFKAB	020064A00KOL	48,4301	3CAB020064000	1	ST	ST	ST	ST	155,5000	0,00	38,7430		0,00	ST	0000004136	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,27	vpa		1	="0000000033145"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel CAN APS-LVSB	HFKAB	020066A00KOL	31,7565	3CAB020066000	1	ST	ST	ST	ST	99,5000	0,00	21,6990		0,00	ST	0000004137	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,27	vpa		1	="0000000033152"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel CAN modules	HFKAB	020068_00DIV	1,4312	3CAB020068000	1	ST	ST	ST	ST	7,5000	0,00	2,3720		0,00	ST	0000004138	HMAG	EK17-1	HMAG	EK17-1	0,00	12/04/2019	13,50	klam		1	="0000000033169"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel I/O display	HFKAB	020084_00KOL	21,9844	3CAB020084000	1	ST	ST	ST	ST	63,0000	0,00	16,0900		0,00	ST	0000004139	HMAG	EK17-1	HMAG	EK17-1	0,00	12/04/2019	13,50	klam		1	="0000000033176"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel ethernet 2.5 m	HFKAB	020085A00KOL	37,2410	3CAB020085000	1	ST	ST	ST	ST	118,5000	0,00	26,5690		0,00	ST	0000004140	HMAG	EK17-1	HMAG	EK17-1	0,00	12/04/2019	13,50	klam		1	="0000000033183"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Tussenkabel tools 150-450TR	HFKAB	020089_00KOL	80,6108	3CAB020089000	1	ST	ST	ST	ST	232,5000	0,00	46,4070		0,00	ST	0000004141	HMAG	EK17-1	HMAG	EK17-1	0,00	12/04/2019	13,50	klam		1	="0000000033190"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Tussenkabel tools 350TR	HFKAB	020089_01KOL	80,6108	="0000000388603"	1	ST	ST	ST	ST	232,5000	0,00	46,4070		0,00	ST	0000040014	HMAG	GEEN	HMAG	GEEN	0,00	12/04/2019	14,54	klam		1	="0000000388603"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel extender tools	HFKAB	020090_00KOL	270,4322	3CAB020090000	1	ST	ST	ST	ST	682,5000	0,00	160,5290		0,00	ST	0000004142	HMAG	EK17-1	HMAG	EK17-1	0,00	12/04/2019	13,51	klam		1	="0000000033206"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Bedrading LCD scherm	HFKAB	020175_00KOL	44,2388	3CAB0201750000	1	ST	ST	ST	ST	124,5000	0,00	33,8770		0,00	ST	0000004143	HMAG	GEEN	HMAG	GEEN	0,00	12/04/2019	14,55	klam		1	="0000000033213"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel CAN hoogtemeting	HFKAB	020463_00HME	3,2693	3CAB020463000	1	ST	ST	ST	ST	14,0000	0,00	3,7640		0,00	ST	0000004144	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,28	vpa		1	="0000000033237"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel power camera achter	HFKAB	020465_00HME	32,8054	3CAB020465000	1	ST	ST	ST	ST	104,5000	0,00	25,0040		0,00	ST	0000004145	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,28	vpa		1	="0000000033244"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel power camera voor	HFKAB	020466_00HME	36,3362	3CAB020466000	1	ST	ST	ST	ST	117,5000	0,00	33,2470		0,00	ST	0000004146	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,28	vpa		1	="0000000033251"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel led array achter	HFKAB	020467_00HME	26,6318	3CAB020467000	1	ST	ST	ST	ST	78,5000	0,00	23,5420		0,00	ST	0000004147	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,28	vpa		1	="0000000033268"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel led array voor	HFKAB	020468_00HME	29,1538	3CAB020468000	1	ST	ST	ST	ST	87,5000	0,00	29,4290		0,00	ST	0000004148	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,28	vpa		1	="0000000033275"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel flatcable LCP-UP PCB	HFKAB	020501_00MST	4,5338	3CAB020501000	1	ST	ST	ST	ST	11,5000	0,00	2,8740		0,00	ST	0000004149	HMAG	EK17-2	HMAG	EK17-2	0,00	12/04/2019	13,51	klam		1	="0000000033282"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel power input MST2 (Binder)	HFKAB	020502B00MST	18,6726	="0000000329767"	1	ST	ST	ST	ST	66,0000	0,00	0,0000		0,00	ST	0000033213	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,28	vpa		1	="0000000329767"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel power input MST Goca	HFKAB	020502_00MST	10,7915	3CAB020502000	1	ST	ST	ST	ST	33,0000	0,00	6,8770		0,00	ST	0000004150	HMAG	GEEN	HMAG	GEEN	0,00	12/04/2019	14,55	klam		1	="0000000033299"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel batt-power supply MST	HFKAB	020506_00MST	24,9530	3CAB020506000	1	ST	ST	ST	ST	22,0000	0,00	3,2240		0,00	ST	0000004151	HMAG	EK17-2	HMAG	EK17-2	0,00	12/04/2019	13,51	klam		1	="0000000033305"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel serieel UP PCB MST Goca	HFKAB	020507_00MST	10,7916	3CAB020507000	1	ST	ST	ST	ST	25,0000	0,00	7,6170		0,00	ST	0000004152	HMAG	EK17-2	HMAG	EK17-2	0,00	12/04/2019	13,52	klam		1	="0000000033312"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel I/O power supply-up MST	HFKAB	020508_00MST	21,0672	3CAB020508000	1	ST	ST	ST	ST	57,5000	0,00	12,3840		0,00	ST	0000004153	HMAG	EK17-2	HMAG	EK17-2	0,00	12/04/2019	13,52	klam		1	="0000000033329"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel fotocel 3 intern MST	HFKAB	020509_00MST	11,6181	3CAB020509000	1	ST	ST	ST	ST	33,5000	0,00	7,8010		0,00	ST	0000004154	HMAG	EK17-5	HMAG	EK17-5	0,00	29/11/2018	14,29	vpa		1	="0000000033336"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel remote fotocel mod 3 MST	HFKAB	020512_00MST	44,1791	3CAB020512000	1	ST	ST	ST	ST	132,0000	0,00	51,0400		0,00	ST	0000004155	HMAG	EK17-2	HMAG	EK17-2	0,00	12/04/2019	13,52	klam		1	="0000000033343"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel serieel extern MST Goca	HFKAB	020513_00MST	18,9868	3CAB020513000	1	ST	ST	ST	ST	56,0000	0,00	12,5440		0,00	ST	0000004156	HMAG	EK17-2	HMAG	EK17-2	0,00	12/04/2019	13,52	klam		1	="0000000033350"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel CANBUS sleepketting FG	HFKAB	020549_00KOL	58,2662	3CAB020549000	1	ST	ST	ST	ST	200,0000	0,00	21,7480		0,00	ST	0000004157	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,29	vpa		1	="0000000033367"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel VGA sleepketting FG	HFKAB	020550_00KOL	69,0948	3CAB020550000	1	ST	ST	ST	ST	232,5000	0,00	73,1460		0,00	ST	0000004158	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,29	vpa		1	="0000000033374"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel video sleepketting FG	HFKAB	020551_00KOL	16,2226	3CAB020551000	1	ST	ST	ST	ST	47,5000	0,00	10,4580		0,00	ST	0000004159	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,29	vpa		1	="0000000033381"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel I/O sleepketting FG	HFKAB	020552_00KOL	77,4170	3CAB020552000	1	ST	ST	ST	ST	230,5000	0,00	76,7620		0,00	ST	0000004160	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,29	vpa		1	="0000000033398"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel power sleepketting FG	HFKAB	020553_00KOL	114,9437	3CAB020553000	1	ST	ST	ST	ST	345,0000	0,00	106,6440		0,00	ST	0000004161	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,29	vpa		1	="0000000033404"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel TS232 DIS LVS CAN APS TM	HFKAB	030015_00KOL	25,1603	3CAB030015000	1	ST	ST	ST	ST	73,5000	0,00	21,6510		0,00	ST	0000007499	HMAG	EK17-2	HMAG	EK17-2	0,00	12/04/2019	13,53	klam		1	="0000000066198"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel CAN LVS CAN/I/O APS TM	HFKAB	030016A00KOL	61,1158	3CAB030016000	1	ST	ST	ST	ST	157,0000	0,00	42,6220		0,00	ST	0000004162	HMAG	EK17-2	HMAG	EK17-2	0,00	12/04/2019	13,53	klam		1	="0000000033411"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel CAN LVS CAN APS unit	HFKAB	030017A00KOL	27,0379	3CAB030017000	1	ST	ST	ST	ST	106,0000	0,00	20,8220		0,00	ST	0000004163	HMAG	GEEN	HMAG	GEEN	0,00	12/04/2019	14,55	klam		1	="0000000033428"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel can LVCC/APS unit (haaks)	HFKAB	030017B00KOL	54,6073	="0000000308588"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000030302	HMAG	GEEN	HMAG	GEEN	0,00	18/02/2019	12,31	mro		1	="0000000308588"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel power LVS CAN APS TM	HFKAB	030018A00KOL	41,4854	3CAB030018000	1	ST	ST	ST	ST	120,0000	0,00	18,8920		0,00	ST	0000004164	HMAG	GEEN	HMAG	GEEN	0,00	12/04/2019	14,55	klam		1	="0000000033435"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel video LVS CAN APS TM	HFKAB	030019_00KOL	26,3257	3CAB030019000	1	ST	ST	ST	ST	77,0000	0,00	9,5640		0,00	ST	0000004165	HMAG	GEEN	HMAG	GEEN	0,00	12/04/2019	14,56	klam		1	="0000000033442"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel I/O display LVS CAN APS TM	HFKAB	030031_00KOL	32,2298	3CAB030031000	1	ST	ST	ST	ST	92,5000	0,00	10,4150		0,00	ST	0000004166	HMAG	GEEN	HMAG	GEEN	0,00	12/04/2019	14,56	klam		1	="0000000033459"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel I/O L/R LVS CAN APS TM	HFKAB	030032_00KOL	72,1421	3CAB030032000	1	ST	ST	ST	ST	216,0000	0,00	40,0110		0,00	ST	0000004167	HMAG	EK17-3	HMAG	EK17-3	0,00	12/04/2019	13,53	klam		1	="0000000033466"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel power I/O LVS CAN APS TM	HFKAB	030033_00KOL	40,0714	3CAB030033000	1	ST	ST	ST	ST	120,0000	0,00	12,0910		0,00	ST	0000004168	HMAG	EK17-3	HMAG	EK17-3	0,00	12/04/2019	13,54	klam		1	="0000000033473"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel USB display LVS CAN APS TM	HFKAB	030034B00KOL	50,2833	3CAB030034000	1	ST	ST	ST	ST	117,0000	0,00	24,6300		0,00	ST	0000023321	HMAG	EK17-3	HMAG	EK17-3	0,00	12/04/2019	13,54	klam		1	="0000000033480"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel CANBUS APS unit I/O box APS	HFKAB	030036_00KOL	29,1392	3CAB030036000	1	ST	ST	ST	ST	91,5000	0,00	11,5310		0,00	ST	0000004170	HMAG	EK17-3	HMAG	EK17-3	0,00	12/04/2019	13,54	klam		1	="0000000033497"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel I/O controlpanel LVS CAN	HFKAB	030037_00KOL	30,7346	3CAB030037000	1	ST	ST	ST	ST	53,5000	0,00	14,6940		0,00	ST	0000004171	HMAG	GEEN	HMAG	GEEN	0,00	12/04/2019	14,56	klam		1	="0000000033503"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lampentoren LVS CAN APS TM (Siemens)	HFKAB	030038A00KOL	199,5819	="0000000307963"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000030171	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,31	vpa		1	="0000000307963"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lampentoren LVS CAN APS TM	HFKAB	030038_00KOL	136,8147	3CAB030038000	1	ST	ST	ST	ST	356,0000	0,00	87,7560		0,00	ST	0000004172	HMAG	EK17-3	HMAG	EK17-3	0,00	12/04/2019	13,54	klam		1	="0000000033510"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel ADAM voeding APS TM	HFKAB	030049_00KOL	10,1217	3CAB030049000	1	ST	ST	ST	ST	29,0000	0,00	7,1660		0,00	ST	0000004173	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,31	vpa		1	="0000000033527"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel ADAM APS TM	HFKAB	030050_00KOL	9,1444	3CAB030050000	1	ST	ST	ST	ST	27,0000	0,00	8,6460		0,00	ST	0000004174	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,31	vpa		1	="0000000033534"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
CAN termination HAN 120E	HFKAB	030053A00KOL	25,4079	3CAB030053000	1	ST	ST	ST	ST	75,5000	0,00	17,4450		0,00	ST	0000004175	HMAG	EK17-3	HMAG	EK17-3	0,00	12/04/2019	13,55	klam		1	="0000000033541"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel RS232 sleepketting FG	HFKAB	030054_00KOL	44,4240	3CAB030054000	1	ST	ST	ST	ST	115,5000	0,00	31,7210		0,00	ST	0000004176	HMAG	GMAG	HMAG	GMAG	0,00	29/11/2018	14,31	vpa		1	="0000000033558"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Voedingskabel led array box	HFKAB	030068_00HME	15,5572	3CAB030068000	1	ST	ST	ST	ST	43,5000	0,00	9,2840		0,00	ST	0000004177	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,32	vpa		1	="0000000033565"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel power sleepketting Volvo Gent lijn 1	HFKAB	030139_00KOL	241,2964	3CAB030139000	1	ST	ST	ST	ST	702,0000	0,00	233,1440		0,00	ST	0000004178	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,32	vpa		1	="0000000033572"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel I/O sleepketting Volvo Gent lijn 1	HFKAB	030140_00KOL	150,5858	3CAB030140000	1	ST	ST	ST	ST	454,5000	0,00	181,2130		0,00	ST	0000004179	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,47	vpa		1	="0000000033589"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel RS422 DIS sleepketting Volvo Gent lijn 1	HFKAB	030141_00KOL	48,2480	3CAB030141000	1	ST	ST	ST	ST	138,5000	0,00	39,2750		0,00	ST	0000004180	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,47	vpa		1	="0000000033596"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel video sleepketting Volvo Gent lijn 1	HFKAB	030142_00KOL	19,7184	3CAB030142000	1	ST	ST	ST	ST	58,0000	0,00	15,9580		0,00	ST	0000004181	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,47	vpa		1	="0000000033602"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel VGA sleepketting Volvo Gent lijn 1	HFKAB	030143_00KOL	72,6831	3CAB030143000	1	ST	ST	ST	ST	243,5000	0,00	78,6580		0,00	ST	0000004182	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,47	vpa		1	="0000000033619"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel CANBUS sleepketting Volvo Gent lijn 1	HFKAB	030144_00KOL	71,2088	3CAB030144000	1	ST	ST	ST	ST	284,5000	0,00	26,9840		0,00	ST	0000004183	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,47	vpa		1	="0000000033626"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel power sleepketting Volvo Gent lijn 2	HFKAB	030146_00KOL	229,8105	3CAB030146000	1	ST	ST	ST	ST	669,5000	0,00	221,6440		0,00	ST	0000004184	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,47	vpa		1	="0000000033633"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel I/O sleepketting Volvo Gent lijn 2	HFKAB	030147_00KOL	143,3810	3CAB030147000	1	ST	ST	ST	ST	432,5000	0,00	171,3720		0,00	ST	0000004185	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,47	vpa		1	="0000000033640"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel RS422 DIS sleepketting Volvo Gent lijn 2	HFKAB	030148_00KOL	47,5700	3CAB030148000	1	ST	ST	ST	ST	136,5000	0,00	38,5970		0,00	ST	0000004186	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,47	vpa		1	="0000000033657"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel video sleepketting Volvo Gent lijn 2	HFKAB	030149_00KOL	19,4006	3CAB030149000	1	ST	ST	ST	ST	57,0000	0,00	15,4580		0,00	ST	0000004187	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,47	vpa		1	="0000000033664"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel CANBUS sleepketting Volvo Gent lijn 2	HFKAB	030150_00KOL	70,0322	3CAB030150000	1	ST	ST	ST	ST	277,0000	0,00	26,5080		0,00	ST	0000004188	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,48	vpa		1	="0000000033671"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel voeding CAN DIS APS TMA	HFKAB	030159_00KOL	10,9886	3CAB030159000	1	ST	ST	ST	ST	31,5000	0,00	7,9050		0,00	ST	0000004189	HMAG	EK17-3	HMAG	EK17-3	0,00	12/04/2019	13,55	klam		1	="0000000033688"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel CANBUS APS unit/CAN DIS	HFKAB	030160_00KOL	3,8634	3CAB030160000	1	ST	ST	ST	ST	11,5000	0,00	2,4770		0,00	ST	0000004190	HMAG	EK17-3	HMAG	EK17-3	0,00	12/04/2019	13,55	klam		1	="0000000033695"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel LM10/2000 W1	HFKAB	030170_00OPT	1,9415	3CAB030170000	1	ST	ST	ST	ST	6,0000	0,00	2,2190		0,00	ST	0000004191	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	14,48	vpa		1	="0000000033701"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
